OTUId	taxonomy	Taxon	Taxon.Level	Trophic.Mode	Guild	Confidence.Ranking	Growth.Morphology	Trait	Notes	Citation.Source
ITSall_OTUc_2023	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Possible	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Schroers et al. 2016. Mycologia 108:806-819; http://www.apsnet.org/publications/commonnames/Pages/default.aspx; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
ITSall_OTUc_213	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Ruhlandiella;s__Ruhlandiella_sp;	Ruhlandiella	13	Symbiotroph	Ectomycorrhizal	Highly Probable	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263
ITSall_OTUc_2211	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium;s__Paracamarosporium_hawaiiense;	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76
ITSall_OTUc_2249	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_grisea;	Humicola	13	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	NULL	Soft Rot	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_2309	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_macrospinosa;	Periconia macrospinosa	20	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010)	Mandyam K, et al. 2010. Mycologia 102:813-821; Knapp DG, et al. 2012. PLOS ONE 7:e32570
ITSall_OTUc_2409	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__unclassified_Sarcosomataceae;s__Sarcosomataceae_sp;	Sarcosomataceae	9	Saprotroph	Wood Saprotroph	Probable	Pezizoid	NULL	Saprobic on rotten, sometimes buried, wood (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUc_2419	k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_isabellina;	Umbelopsis	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ITSall_OTUc_2427	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_microcarpus;	Pisolithus	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ITSall_OTUc_2532	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_sp;	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ITSall_OTUc_2549	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_sp;	Chalara	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Probable	NULL	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_2707	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum;	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ITSall_OTUc_2734	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_albus;	Pisolithus	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ITSall_OTUc_2814	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phanerochaete;s__Phanerochaete_chrysosporium;	Phanerochaete	13	Saprotroph	Wood Saprotroph	Highly Probable	Corticioid	White Rot	NULL	Glenn JK, et al. 1983. Biochemical and Biophysical Research Communications 114:1077-1083
ITSall_OTUc_2873	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unclassified_Eurotiales;g__unclassified_Eurotiales;s__Eurotiales_sp;	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ITSall_OTUc_2887	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_capensis;	Exophiala	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471
ITSall_OTUc_2940	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Neofusicoccum;s__Neofusicoccum_sp;	Neofusicoccum	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_32	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_sp;	Leptosphaeria	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_367	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Trichomerium;s__Trichomerium_foliicola;	Trichomerium	13	Symbiotroph	Endophyte	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_441	k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp;	Umbelopsis	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ITSall_OTUc_473	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum;	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ITSall_OTUc_511	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_parapsilosis;	Saccharomycetales	7	Saprotroph	Undefined Saprotroph	Possible	Yeast	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ITSall_OTUc_6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Didymosphaeria;s__Didymosphaeria_variabile;	Didymosphaeria	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Massimo NC, et al. 2015. Microbial Ecology 70:61-76; http://www.apsnet.org/publications/commonnames/Pages/default.aspx; Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
ITSall_OTUc_61	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_tsudae;	Curvularia	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_648	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Heterochaete;s__Heterochaete_sp;	Heterochaete	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_677	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_elongata;	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
ITSall_OTUc_711	k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__Wallemiaceae;g__Wallemia;s__Wallemia_muriae;	Wallemia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ITSall_OTUc_722	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Apiosporaceae;g__Arthrinium;s__Arthrinium_sp;	Apiosporaceae	9	Saprotroph	Plant Saprotroph	Probable	NULL	NULL	Saprobic on dead plant parts, especially of palms, grasses etc., also isolated from soil (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUc_738	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_sp;	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	NULL	Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ITSall_OTUc_802	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__unclassified_Trimorphomycetaceae;s__Trimorphomycetaceae_sp;	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ITSall_OTUc_81	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Ruhlandiella;s__Ruhlandiella_sp;	Ruhlandiella	13	Symbiotroph	Ectomycorrhizal	Highly Probable	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263
ITSall_OTUc_814	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Sphaeropsis;s__Sphaeropsis_porosa;	Sphaeropsis	13	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_84	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella;s__Tremella_sp;	Tremella	13	Pathotroph	Fungal Parasite-Lichen Parasite	Probable	Facultative Yeast-Microfungus-Tremelloid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_901	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__Hymenochaete_contiformis;	Hymenochaete	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_983	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phyllachorales;f__Phyllachoraceae;g__Phyllachora;s__Phyllachora_eucalypti;	Phyllachora	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUc_99	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_sp;	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUd_1	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Wilcoxina;s__Wilcoxina_sp;	Wilcoxina	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Pezizoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ITSall_OTUd_10	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Terfezia;s__Terfezia_sp;	Terfezia	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	Hypogeous	Common name - desert false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html
ITSall_OTUd_1005	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium;s__Exobasidium_sp;	Exobasidium	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_1011	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Seimatosporium;s__Seimatosporium_sp;	Seimatosporium	13	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	Some species causing leaf spot disease (www.apsnet.org)	Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ITSall_OTUd_102	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_sp;	Sebacina	13	Symbiotroph	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	Possible	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte); http://mycorrhizas.info/ecmf.html; Weiss et al. doi: 10.1111/nph.13977 (many guilds)
ITSall_OTUd_1025	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unclassified_Ceratobasidiaceae;s__Ceratobasidiaceae_sp;	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUd_1028	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__unclassified_Dermateaceae;s__Dermateaceae_sp;	Dermateaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUd_1035	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_sp;	Diaporthe	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_105	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_ambiguus;	Melanogaster	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	Hypogeous	Common name - false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ITSall_OTUd_1067	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__Tetracladium_sp;	Tetracladium	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_1079	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_sp;	Oidiodendron	13	Pathotroph-Symbiotroph	Ericoid Mycorrhizal	Probable	Dark Septate Endophyte	NULL	NULL	Newsham 2011. New Phytologist 190:783-793 (as DSE)
ITSall_OTUd_1088	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unclassified_Ceratobasidiaceae;s__Ceratobasidiaceae_sp;	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUd_1089	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_sp;	Alatospora	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_11	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycenella;s__Mycenella_sp;	Tricholomataceae	9	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Probable	Agaricoid	NULL	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUd_110	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor_hiemalis;	Mucor	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_1102	k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__Wallemiaceae;g__Wallemia;s__Wallemia_hederae;	Wallemia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ITSall_OTUd_1119	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_umbrinospora;	Tomentella	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ITSall_OTUd_113	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_sp;	Tomentella	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ITSall_OTUd_1137	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__unclassified_Hyaloscyphaceae;s__Hyaloscyphaceae_sp;	Hyaloscyphaceae	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on woody and herbaceous material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ITSall_OTUd_1146	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lirula;s__Lirula_yunnanensis;	Lirula	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_1159	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Phaeothecoidea;s__Phaeothecoidea_melaleuca;	Phaeothecoidea	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_117	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Pestalotiopsis;s__Pestalotiopsis_sp;	Pestalotiopsis	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ITSall_OTUd_118	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cuniculitremaceae;g__Fellomyces;s__Fellomyces_sp;	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ITSall_OTUd_1195	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_sp;	Sebacina	13	Symbiotroph	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	Possible	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte); http://mycorrhizas.info/ecmf.html; Weiss et al. doi: 10.1111/nph.13977 (many guilds)
ITSall_OTUd_120	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_sp;	Amphinema	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ITSall_OTUd_1203	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Lentariaceae;g__Kavinia;s__Kavinia_alboviridis;	Kavinia	13	Saprotroph	Undefined Saprotroph	Probable	Clavarioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
