qseqid	sseqid	evalue	bitscore	length	nident	mismatch	gapopen	slength	taxonomy	kingdom	phylum	class	order	family	genus	species	qlength	identity	coverage
ITSall_OTUd_1841	SH026510.07FU_GU328639	2.79e-75	284	330	267	54	8	1080	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__unclassified_Filobasidiales;g__unclassified_Filobasidiales;s__Filobasidiales_sp;	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	NA	NA	NA	327	0.809090909090909	1.00917431192661
ITSall_OTUd_1842	undefined_KX195560	7.31e-26	120	344	240	74	13	372	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	339	0.697674418604651	1.01474926253687
ITSall_OTUd_1843	undefined_FJ904672	3.74e-104	379	266	246	17	3	883	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Cryptodiscus;s__Cryptodiscus_foveolaris;	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	Cryptodiscus_foveolaris	265	0.924812030075188	1.00377358490566
ITSall_OTUd_1844	undefined_KX193859	9.96e-61	235	296	233	29	10	348	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	263	0.787162162162162	1.1254752851711
ITSall_OTUd_1845	SH023174.07FU_KF800302	1.92e-82	307	268	233	30	5	793	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	263	0.869402985074627	1.01901140684411
ITSall_OTUd_185	undefined_KJ828052	3.82e-110	399	255	243	10	2	283	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Pezizomycotina;	Fungi	Ascomycota	NA	NA	NA	NA	Pezizomycotina	255	0.952941176470588	1
ITSall_OTUd_1850	undefined_KX195560	3.19e-30	134	170	134	32	3	372	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	327	0.788235294117647	0.519877675840979
ITSall_OTUd_1855	undefined_KX222959	3.76e-91	336	255	231	17	5	272	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	251	0.905882352941176	1.01593625498008
ITSall_OTUd_1856	SH493756.07FU_KT222385	4.15e-104	379	297	267	14	8	1578	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Lecophagus;s__Lecophagus_sp;	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Lecophagus	NA	291	0.898989898989899	1.02061855670103
ITSall_OTUd_1857	SH488200.07FU_KU579892	2.04e-126	453	251	251	0	0	536	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	262	1	0.958015267175573
ITSall_OTUd_1858	SH535260.07FU_KY687656	1.1e-23	113	355	243	72	13	620	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	342	0.684507042253521	1.03801169590643
ITSall_OTUd_186	SH013516.07FU_JN225884	1.53e-46	188	306	231	48	11	590	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unclassified_Sordariomycetes;f__unclassified_Sordariomycetes;g__unclassified_Sordariomycetes;s__Sordariomycetidae;	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	Sordariomycetidae	305	0.754901960784314	1.00327868852459
ITSall_OTUd_1862	undefined_KM493635	0	641	370	364	6	0	370	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	370	0.983783783783784	1
ITSall_OTUd_1864	SH493059.07FU_KM104132	2.27e-75	284	202	184	18	0	541	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	271	0.910891089108911	0.745387453874539
ITSall_OTUd_1865	undefined_KX194216	4.6e-71	269	253	214	27	5	294	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	252	0.845849802371542	1.00396825396825
ITSall_OTUd_1866	undefined_KM494266	2.14e-147	524	407	366	14	11	395	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__unclassified_Mortierellales;g__unclassified_Mortierellales;s__Mortierellales_sp;	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA	392	0.899262899262899	1.03826530612245
ITSall_OTUd_1867	undefined_KX196091	2.24e-81	304	254	222	24	4	300	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	253	0.874015748031496	1.00395256916996
ITSall_OTUd_1868	undefined_KX193652	8.4e-75	282	291	244	31	10	333	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	286	0.838487972508591	1.01748251748252
ITSall_OTUd_1869	undefined_KJ792477	2.12e-146	520	326	314	8	4	358	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Auriscalpiaceae;g__unclassified_Auriscalpiaceae;s__Auriscalpiaceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	NA	NA	325	0.96319018404908	1.00307692307692
ITSall_OTUd_187	SH201603.07FU_JQ272452	1.27e-122	441	259	254	4	1	577	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Pezicula;s__Pezicula_ericae;	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	Pezicula_ericae	259	0.980694980694981	1
ITSall_OTUd_1870	SH643382.07FU_KX908359	2.31e-81	304	263	229	24	6	1081	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unclassified_Eurotiomycetes;f__unclassified_Eurotiomycetes;g__unclassified_Eurotiomycetes;s__Eurotiomycetes_sp;	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA	260	0.870722433460076	1.01153846153846
ITSall_OTUd_188	undefined_KP897446	2.75e-118	426	251	245	6	0	309	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	255	0.97609561752988	0.984313725490196
ITSall_OTUd_1881	SH194426.07FU_KX515906	2.27e-119	430	259	251	5	1	637	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	256	0.969111969111969	1.01171875
ITSall_OTUd_1882	SH487779.07FU_LC034179	1.34e-33	145	269	200	42	12	555	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Trypetheliales;f__Trypetheliaceae;g__Marcelaria;s__Marcelaria_cumingii;	Fungi	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Marcelaria	Marcelaria_cumingii	255	0.743494423791822	1.05490196078431
ITSall_OTUd_1883	undefined_KX195072	2.32e-43	178	264	201	54	5	311	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	261	0.761363636363636	1.01149425287356
ITSall_OTUd_1885	SH193236.07FU_KR004936	5.66e-127	455	255	254	1	0	549	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	255	0.996078431372549	1
ITSall_OTUd_1886	SH216423.07FU_KC291752	1.47e-115	417	262	252	6	3	571	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Microcera;s__Microcera_coccophila;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Microcera	Microcera_coccophila	262	0.961832061068702	1
ITSall_OTUd_1887	SH025706.07FU_KF617465	2.68e-112	407	264	249	14	1	1199	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	264	0.943181818181818	1
ITSall_OTUd_1888	undefined_KM493206	1.32e-40	168	284	206	35	7	241	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	284	0.725352112676056	1
ITSall_OTUd_1889	SH200638.07FU_KX396550	4.67e-116	419	295	274	12	6	636	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Hawksworthiomyces;s__Hawksworthiomyces_hibbettii;	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Hawksworthiomyces	Hawksworthiomyces_hibbettii	288	0.928813559322034	1.02430555555556
ITSall_OTUd_189	undefined_KP897744	7.36e-126	452	270	262	8	0	346	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	270	0.97037037037037	1
ITSall_OTUd_1892	undefined_KX220355	4.89e-148	526	322	311	8	2	373	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	319	0.96583850931677	1.00940438871473
ITSall_OTUd_1899	SH218624.07FU_HG937126	2.32e-119	430	262	255	4	3	820	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	261	0.973282442748092	1.00383141762452
ITSall_OTUd_19	SH214441.07FU_HF675198	1.12e-149	531	313	307	4	2	839	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__unclassified_Tricholomataceae;s__Tricholomataceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	NA	NA	311	0.980830670926518	1.0064308681672
ITSall_OTUd_190	SH491114.07FU_KT328660	1.5e-71	271	285	236	38	7	602	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	283	0.828070175438597	1.00706713780919
ITSall_OTUd_1901	SH015552.07FU_AY971710	3.58e-104	379	256	240	12	3	504	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Phaeomoniella;s__Phaeomoniella_sp;	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	NA	255	0.9375	1.00392156862745
ITSall_OTUd_1903	SH461977.07FU_U66455	1.22e-48	196	360	263	41	15	2036	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Arrhenia;s__Arrhenia_velutipes;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_velutipes	355	0.730555555555556	1.01408450704225
ITSall_OTUd_1904	SH025841.07FU_AY916492	1.75e-95	351	258	235	20	3	556	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Acanthostigma;s__Acanthostigma_perpusillum;	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Acanthostigma	Acanthostigma_perpusillum	257	0.910852713178295	1.00389105058366
ITSall_OTUd_1905	undefined_KJ828208	6.3e-76	286	267	227	32	5	274	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	264	0.850187265917603	1.01136363636364
ITSall_OTUd_191	SH219615.07FU_EF029203	1.37e-128	461	258	257	1	0	528	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__unclassified_Venturiaceae;s__Venturiaceae_sp;	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA	262	0.996124031007752	0.984732824427481
ITSall_OTUd_1913	undefined_KX192868	1.59e-160	567	317	316	1	0	370	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	317	0.996845425867508	1
ITSall_OTUd_1918	SH200513.07FU_GQ852791	9.13e-131	468	259	259	0	0	635	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Teratosphaeria;s__Teratosphaeria_complicata;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_complicata	259	1	1
ITSall_OTUd_192	SH218358.07FU_KP192561	1.14e-136	488	297	287	8	1	719	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe;s__Clitocybe_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA	297	0.966329966329966	1
ITSall_OTUd_1920	SH182999.07FU_KJ572228	1.02e-104	381	256	239	16	1	502	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	255	0.93359375	1.00392156862745
ITSall_OTUd_1921	undefined_KX193871	1.79e-38	161	272	204	33	12	300	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	262	0.75	1.0381679389313
ITSall_OTUd_1928	undefined_KU061354	5.51e-21	104	71	66	3	1	229	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	333	0.929577464788732	0.213213213213213
ITSall_OTUd_1929	SH185569.07FU_KC343005	1.33e-128	461	255	255	0	0	585	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_acaciigena;	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_acaciigena	255	1	1
ITSall_OTUd_1930	SH214170.07FU_HM123683	7.12e-107	389	266	248	14	3	1046	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Phaeothecoidea;s__Phaeothecoidea_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Phaeothecoidea	NA	262	0.932330827067669	1.01526717557252
ITSall_OTUd_1931	SH214167.07FU_KX228264	3.28e-73	277	266	224	38	4	552	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Meristemomyces;s__Meristemomyces_arctostaphylos;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Meristemomyces	Meristemomyces_arctostaphylos	265	0.842105263157895	1.00377358490566
ITSall_OTUd_1933	SH025706.07FU_KF617465	5.17e-115	416	264	251	12	1	1199	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	264	0.950757575757576	1
ITSall_OTUd_1934	undefined_KP897242	5.07e-77	289	263	227	26	7	332	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	259	0.863117870722434	1.01544401544402
ITSall_OTUd_1935	SH025565.07FU_KF192054	1.1e-91	338	256	230	24	2	521	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA	255	0.8984375	1.00392156862745
ITSall_OTUd_1936	undefined_KJ826812	1.51e-121	437	254	250	3	1	285	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__unclassified_Lecanoromycetes;f__unclassified_Lecanoromycetes;g__unclassified_Lecanoromycetes;s__Ostropomycetidae;	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	Ostropomycetidae	254	0.984251968503937	1
ITSall_OTUd_1937	SH185808.07FU_KP715597	9.67e-157	554	307	307	0	0	574	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp;	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA	307	1	1
ITSall_OTUd_1938	undefined_KP891188	1.67e-141	504	331	312	12	3	343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	331	0.942598187311178	1
ITSall_OTUd_194	SH213324.07FU_UDB026070	6.26e-133	475	263	263	0	0	1238	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA	263	1	1
ITSall_OTUd_1940	SH026576.07FU_AF374668	2.23e-139	497	305	297	2	5	587	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_sp;	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	NA	302	0.973770491803279	1.00993377483444
ITSall_OTUd_1943	undefined_KX220123	7.69e-179	628	433	402	26	4	460	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	429	0.928406466512702	1.00932400932401
ITSall_OTUd_195	SH213536.07FU_KJ705188	2.81e-157	556	311	310	1	0	663	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_amicta;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_amicta	311	0.996784565916399	1
ITSall_OTUd_1953	undefined_KX220959	5.51e-46	187	318	240	68	10	343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	314	0.754716981132076	1.01273885350318
ITSall_OTUd_1954	undefined_KP891159	2.62e-93	343	252	229	21	2	263	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	259	0.908730158730159	0.972972972972973
ITSall_OTUd_1955	undefined_KX404082	8.38e-87	322	197	191	4	2	200	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unclassified_Tremellales;g__unclassified_Tremellales;s__Tremellales_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA	254	0.969543147208122	0.775590551181102
ITSall_OTUd_1956	undefined_KP897391	9.73e-68	259	278	226	36	5	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	290	0.81294964028777	0.958620689655172
ITSall_OTUd_1957	SH019572.07FU_JN890104	6.08e-95	349	257	234	15	4	1120	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unclassified_Capnodiales;g__unclassified_Capnodiales;s__Capnodiales_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA	256	0.910505836575875	1.00390625
ITSall_OTUd_1958	undefined_KM494059	7.63e-38	159	346	248	54	14	335	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	313	0.716763005780347	1.10543130990415
ITSall_OTUd_1959	undefined_KT243121	3.12e-67	257	277	227	39	6	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	269	0.819494584837545	1.02973977695167
ITSall_OTUd_196	SH189435.07FU_HE687158	1.3e-161	571	316	316	0	0	817	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae;s__Thelephoraceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA	316	1	1
ITSall_OTUd_1960	SH009226.07FU_KC965789	4.74e-129	462	310	291	12	4	1269	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unclassified_Orbiliaceae;s__Orbiliaceae_sp;	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA	310	0.938709677419355	1
ITSall_OTUd_1961	SH492500.07FU_KT334580	3.04e-105	383	227	221	6	0	450	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella;s__Tremella_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	NA	263	0.973568281938326	0.863117870722434
ITSall_OTUd_1962	undefined_KT243121	4.23e-59	230	265	213	47	4	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	263	0.80377358490566	1.00760456273764
ITSall_OTUd_1963	SH197308.07FU_KX533449	1.53e-83	311	258	226	29	3	570	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Anthostomella;s__Anthostomella_sp;	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Anthostomella	NA	256	0.875968992248062	1.0078125
ITSall_OTUd_1964	undefined_KC588648	1.08e-104	381	275	252	15	4	955	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	267	0.916363636363636	1.02996254681648
ITSall_OTUd_1965	SH200070.07FU_EF159445	1.4e-46	188	281	209	35	6	562	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	281	0.743772241992883	1
ITSall_OTUd_1966	SH017124.07FU_UDB020645	4.3e-66	253	300	240	39	8	279	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__unclassified_Russulales;g__unclassified_Russulales;s__Russulales_sp;	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA	300	0.8	1
ITSall_OTUd_197	SH177687.07FU_KY750500	2.63e-131	470	260	260	0	0	593	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_semiorbis;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_semiorbis	260	1	1
ITSall_OTUd_1970	undefined_KX115763	4.43e-111	403	373	319	28	11	426	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__unclassified_Mortierellaceae;s__Mortierellaceae_sp;	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA	348	0.855227882037534	1.07183908045977
ITSall_OTUd_1978	undefined_KP897748	1.18e-116	421	250	244	5	1	305	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.976	0.972762645914397
ITSall_OTUd_198	undefined_JX136641	1.73e-70	268	272	225	30	6	466	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	269	0.827205882352941	1.01115241635688
ITSall_OTUd_1983	undefined_KT219239	5.41e-83	309	265	231	26	5	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	259	0.871698113207547	1.02316602316602
ITSall_OTUd_1984	SH456244.07FU_HQ021964	1.3e-34	149	126	111	8	4	461	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__unclassified_Agaricostilbales;g__unclassified_Agaricostilbales;s__Agaricostilbales_sp;	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	NA	NA	NA	296	0.880952380952381	0.425675675675676
